Date,Open,High,Low,Close,Adj Close,Volume
2008-08-06,18.200001,18.202499,17.767500,17.870001,14.261771,40924000
2008-08-07,17.695000,17.812500,17.334999,17.375000,13.866715,43847200
2008-08-08,17.442499,18.212500,17.277500,18.150000,14.485231,36354400
2008-08-11,18.110001,19.125000,17.987499,18.697500,14.922180,55289200
2008-08-12,18.549999,18.700001,18.150000,18.200001,14.525134,33734400
2008-08-13,18.187500,18.542500,18.120001,18.482500,14.836188,29924800
2008-08-14,18.467501,18.947500,18.400000,18.945000,15.207444,25839200
2008-08-15,18.997499,19.132500,18.707500,18.947500,15.209450,26003200
2008-08-18,18.905001,19.062500,18.535000,18.735001,15.038875,25850400
2008-08-19,18.612499,18.809999,18.402500,18.434999,14.798058,21104800
2008-08-20,18.525000,18.677500,18.415001,18.642500,14.964621,18118800
2008-08-21,18.490000,18.660000,18.297501,18.594999,14.926488,15544800
2008-08-22,18.840000,18.947500,18.459999,18.522499,14.868296,20955600
2008-08-25,18.379999,18.722500,18.282499,18.330000,14.713773,18039600
2008-08-26,18.417500,18.575001,18.217501,18.334999,14.717786,18667200
2008-08-27,18.257500,18.625000,18.212500,18.612499,14.940539,19141600
2008-08-28,18.687500,18.952499,18.542500,18.912500,15.181353,26741200
2008-08-29,18.740000,19.000000,18.674999,18.975000,15.231523,19326400
2008-09-02,19.207500,19.375000,18.597500,18.747499,15.048902,29898400
2008-09-03,18.639999,18.834999,18.017500,18.262501,14.659591,35400800
2008-09-04,18.129999,18.157499,17.437500,17.625000,14.147859,37670000
2008-09-05,17.492500,17.995001,17.312500,17.940001,14.400713,40616800
2008-09-08,18.377501,18.572500,17.170000,17.525000,14.067588,56669600
2008-09-09,17.587500,17.587500,16.795000,16.872499,13.543816,49882000
2008-09-10,16.817499,17.475000,16.657499,17.260000,13.854867,43936800
2008-09-11,16.852501,17.840000,16.762501,17.737499,14.238163,47132000
2008-09-12,17.482500,17.915001,17.312500,17.912500,14.378641,28240400
2008-09-15,17.165001,17.745001,17.065001,17.344999,13.923097,38734400
2008-09-16,16.655001,17.240000,16.250000,16.587500,13.315037,83596400
2008-09-17,16.452499,16.987499,16.002501,16.022499,12.861506,67536800
2008-09-18,16.049999,16.809999,14.595000,16.725000,13.425416,84189200
2008-09-19,17.752501,17.790001,16.760000,17.392500,13.961229,68941600
2008-09-22,17.230000,17.247499,16.225000,16.295000,13.080249,46266400
2008-09-23,16.462500,16.867500,16.027500,16.725000,13.425416,43803600
2008-09-24,16.762501,16.930000,16.375000,16.420000,13.180588,24532400
2008-09-25,16.437500,16.617500,16.135000,16.150000,12.963853,23895200
2008-09-26,15.682500,15.850000,15.200000,15.510000,12.450117,51171200
2008-09-29,15.075000,15.120000,13.972500,14.450000,11.599236,78439200
2008-09-30,14.095000,15.357500,14.095000,15.347500,12.319675,38720400
2008-10-01,15.187500,15.525000,14.802500,15.327500,12.303621,27054000
2008-10-02,15.372500,15.372500,14.327500,14.397500,11.557096,35216000
2008-10-03,14.767500,15.042500,14.077500,14.210000,11.406587,58355600
2008-10-06,13.355000,14.005000,12.562500,13.845000,11.113593,87360800
2008-10-07,14.000000,14.110000,12.655000,12.787500,10.264722,75845600
2008-10-08,12.252500,13.607500,11.937500,13.157500,10.561727,75210400
2008-10-09,13.447500,13.985000,12.352500,12.462500,10.003839,42537600
2008-10-10,11.750000,13.487500,11.750000,13.000000,10.435297,72541600
2008-10-13,13.747500,14.750000,13.397500,14.717500,11.813962,49433200
2008-10-14,15.500000,15.527500,13.812500,14.402500,11.561108,53142400
2008-10-15,13.880000,14.000000,12.132500,12.437500,9.983771,76699200
2008-10-16,12.537500,13.332500,12.010000,13.267500,10.650022,56062800
2008-10-17,12.875000,13.767500,12.875000,13.055000,10.479450,35098400
2008-10-20,13.327500,13.455000,12.780000,13.002500,10.437307,35965600
2008-10-21,12.837500,13.267500,12.572500,12.675000,10.174419,28995600
2008-10-22,12.492500,13.000000,12.000000,12.127500,9.734930,40243600
2008-10-23,12.190000,12.387500,11.435000,12.080000,9.696801,47970000
2008-10-24,10.950000,12.125000,10.935000,11.995000,9.628573,40798800
2008-10-27,11.752500,12.300000,11.610000,11.647500,9.349628,41901600
2008-10-28,11.975000,12.895000,11.762500,12.492500,10.027923,58436000
2008-10-29,12.600000,13.377500,12.377500,12.672500,10.172410,55994400
2008-10-30,12.647500,14.040000,12.645000,13.562500,10.886826,74913200
2008-10-31,13.472500,14.020000,13.250000,13.837500,11.107574,40372800
2008-11-03,13.980000,14.025000,12.977500,13.122500,10.533636,28425200
2008-11-04,13.595000,15.112500,13.470000,14.952500,12.002601,73603600
2008-11-05,14.572500,14.800000,14.107500,14.117500,11.332333,44992000
2008-11-06,13.760000,14.000000,12.685000,12.882500,10.340980,52092800
2008-11-07,13.112500,13.700000,12.827500,13.375000,10.736318,30906400
2008-11-10,13.825000,13.825000,12.800000,12.997500,10.433291,26516800
2008-11-11,12.747500,13.747500,12.590000,13.447500,10.794515,32392800
2008-11-12,13.112500,13.912500,12.795000,12.937500,10.466854,42746000
2008-11-13,12.970000,13.645000,12.472500,13.610000,11.010931,38733600
2008-11-14,13.277500,14.250000,13.112500,13.560000,10.970479,37410400
2008-11-17,13.277500,13.557500,12.915000,13.190000,10.671136,29303200
2008-11-18,13.197500,13.770000,13.152500,13.660000,11.051379,31482800
2008-11-19,13.500000,13.960000,12.810000,12.895000,10.432472,34948000
2008-11-20,12.552500,12.825000,12.000000,12.035000,9.736708,50990000
2008-11-21,12.400000,12.400000,10.885000,11.595000,9.380729,84771200
2008-11-24,11.902500,12.500000,11.445000,12.430000,10.056273,44853600
2008-11-25,12.590000,12.742500,12.250000,12.382500,10.017842,44959600
2008-11-26,12.202500,13.000000,12.050000,13.000000,10.517420,27670000
2008-11-28,12.927500,13.185000,12.792500,13.140000,10.630687,10610000
2008-12-01,12.750000,12.785000,11.917500,12.012500,9.718500,30951600
2008-12-02,12.172500,12.440000,11.882500,12.420000,10.048184,26573200
2008-12-03,12.030000,13.187500,12.027500,13.110000,10.606415,36399600
2008-12-04,12.982500,13.187500,12.555000,12.702500,10.276734,30484400
2008-12-05,12.437500,13.367500,12.125000,13.295000,10.756086,40991600
2008-12-08,13.600000,14.417500,13.492500,14.040000,11.358814,53093600
2008-12-09,13.875000,14.110000,13.275000,13.382500,10.826877,32127200
2008-12-10,13.287500,13.462500,12.737500,13.290000,10.752043,30186800
2008-12-11,13.100000,13.647500,12.930000,13.022500,10.535625,29928400
2008-12-12,12.627500,13.477500,12.625000,13.237500,10.709567,25100000
2008-12-15,13.202500,13.442500,12.942500,13.187500,10.669116,21858800
2008-12-16,13.325000,13.695000,13.185000,13.692500,11.077676,30714400
2008-12-17,13.572500,14.000000,13.515000,13.840000,11.197006,24687600
2008-12-18,13.842500,14.047500,13.517500,13.675000,11.063519,30374800
2008-12-19,13.627500,14.057500,13.445000,13.742500,11.118126,35585200
2008-12-22,13.715000,13.810000,13.245000,13.437500,10.871371,14083600
2008-12-23,13.380000,13.600000,13.280000,13.412500,10.851145,10670400
2008-12-24,13.360000,13.437500,13.162500,13.222500,10.697429,6529600
2008-12-26,13.195000,13.365000,12.982500,13.312500,10.770245,6476400
2008-12-29,13.262500,13.397500,12.982500,13.042500,10.551803,13801600
2008-12-30,13.050000,13.050000,12.567500,12.747500,10.313141,17095200
2008-12-31,12.652500,13.192500,12.650000,13.112500,10.608438,16371600
2009-01-02,13.230000,13.427500,13.060000,13.360000,10.808672,13199200
2009-01-05,13.250000,13.825000,13.250000,13.455000,10.885530,16600000
2009-01-06,13.625000,14.495000,13.625000,14.402500,11.652089,32506400
2009-01-07,14.172500,14.487500,13.997500,14.090000,11.399263,28441600
2009-01-08,14.002500,14.075000,13.317500,13.940000,11.277912,34683600
2009-01-09,14.005000,14.077500,13.695000,13.905000,11.249596,16702400
2009-01-12,13.822500,14.037500,13.140000,13.240000,10.711590,31520400
2009-01-13,13.187500,13.335000,12.877500,13.285000,10.747998,23133200
2009-01-14,13.002500,13.152500,12.555000,12.742500,10.309095,25246800
2009-01-15,12.595000,12.712500,11.875000,12.345000,9.987507,47446400
2009-01-16,12.257500,12.362500,11.302500,11.852500,9.589055,69204800
2009-01-20,11.512500,11.602500,10.515000,10.605000,8.579787,59766000
2009-01-21,10.800000,11.287500,10.675000,11.045000,8.935763,50503200
2009-01-22,10.945000,11.420000,10.807500,11.045000,8.935763,31927600
2009-01-23,10.672500,11.112500,10.445000,11.080000,8.964080,22617200
2009-01-26,11.075000,11.310000,10.630000,10.647500,8.614173,24009200
2009-01-27,10.872500,11.047500,10.660000,11.037500,8.929695,26436000
2009-01-28,11.477500,11.870000,11.312500,11.805000,9.550627,32089600
2009-01-29,11.485000,12.027500,11.312500,11.567500,9.358485,26097600
2009-01-30,11.762500,12.337500,11.715000,12.337500,9.981438,30315200
2009-02-02,12.065000,12.497500,11.885000,12.492500,10.106839,28544000
2009-02-03,12.552500,12.737500,12.047500,12.097500,9.787270,28953600
2009-02-04,12.215000,12.560000,12.140000,12.282500,9.936942,33166400
2009-02-05,13.060000,13.775000,12.875000,13.435000,10.869353,96728400
2009-02-06,13.487500,14.000000,13.420000,13.852500,11.207119,45907600
2009-02-09,13.880000,14.087500,13.650000,13.830000,11.188920,31874400
2009-02-10,13.782500,14.000000,13.402500,13.462500,10.891601,38071600
2009-02-11,13.525000,13.807500,13.375000,13.740000,11.203485,23668000
2009-02-12,13.570000,14.150000,13.275000,14.100000,11.497028,34827600
2009-02-13,14.232500,14.487500,13.815000,13.987500,11.405295,40788000
2009-02-17,13.672500,13.800000,13.417500,13.562500,11.058750,35581600
2009-02-18,13.642500,14.222500,13.562500,14.037500,11.446066,36329200
2009-02-19,14.237500,14.475000,13.872500,13.907500,11.340066,35102400
2009-02-20,13.662500,14.022500,13.625000,13.915000,11.346180,42908000
2009-02-23,14.010000,14.210000,13.497500,13.562500,11.058750,31967200
2009-02-24,13.585000,14.245000,13.402500,14.087500,11.486835,43590800
2009-02-25,14.027500,14.137500,13.785000,13.855000,11.297255,34394800
2009-02-26,14.062500,14.165000,13.697500,14.015000,11.427718,35902400
2009-02-27,13.750000,14.475000,13.750000,14.177500,11.560221,47237200
2009-03-02,13.982500,14.242500,13.467500,13.540000,11.040407,39060000
2009-03-03,13.682500,13.907500,13.302500,13.590000,11.081176,42195600
2009-03-04,13.750000,13.967500,13.475000,13.822500,11.270756,35775200
2009-03-05,13.637500,13.872500,13.170000,13.355000,10.889559,44144800
2009-03-06,13.440000,13.537500,12.302500,12.547500,10.231130,60701600
2009-03-09,12.417500,12.770000,12.185000,12.450000,10.151629,33554400
2009-03-10,12.747500,13.217500,12.647500,13.217500,10.777443,38644400
2009-03-11,13.415000,13.415000,12.630000,12.842500,10.471670,36124400
2009-03-12,12.825000,13.522500,12.567500,13.522500,11.026140,43276000
2009-03-13,13.565000,13.837500,12.925000,13.012500,10.610288,49564400
2009-03-16,13.245000,13.432500,12.965000,13.042500,10.634748,33474400
2009-03-17,13.000000,13.845000,12.832500,13.822500,11.270756,25730400
2009-03-18,13.612500,14.125000,13.365000,14.077500,11.478680,45296400
2009-03-19,14.095000,14.175000,13.107500,13.172500,10.740752,41743600
2009-03-20,13.300000,13.590000,13.125000,13.132500,10.708135,33476000
2009-03-23,13.467500,13.895000,13.225000,13.885000,11.321717,44656800
2009-03-24,13.570000,13.697500,13.317500,13.400000,10.926252,43555600
2009-03-25,13.487500,13.687500,12.820000,13.187500,10.752981,58624800
2009-03-26,13.345000,13.947500,13.130000,13.875000,11.313566,59466400
2009-03-27,13.570000,14.077500,13.552500,13.562500,11.058750,32687200
2009-03-30,13.325000,13.712500,13.252500,13.375000,10.905867,38596400
2009-03-31,13.600000,14.057500,13.460000,13.900000,11.333950,47446400
2009-04-01,13.687500,14.000000,13.407500,13.572500,11.066906,44144400
2009-04-02,13.865000,14.277500,13.780000,13.897500,11.331910,47396800
2009-04-03,13.817500,15.040000,13.817500,15.020000,12.247184,57694800
2009-04-06,14.675000,15.010000,14.437500,14.782500,12.053535,44927600
2009-04-07,14.595000,14.690000,14.267500,14.287500,11.649910,27122400
2009-04-08,14.450000,14.467500,14.102500,14.455000,11.786489,23815600
2009-04-09,14.712500,14.882500,14.407500,14.697500,11.984224,45785600
2009-04-13,14.540000,15.350000,14.500000,15.277500,12.457151,38124400
2009-04-14,15.027500,15.230000,14.532500,14.582500,11.890453,35712000
2009-04-15,14.507500,14.820000,14.312500,14.777500,12.049457,29687600
2009-04-16,14.525000,14.842500,14.375000,14.517500,11.837455,36114000
2009-04-17,14.545000,14.782500,14.315000,14.500000,11.823182,37814400
2009-04-20,14.250000,14.420000,13.740000,13.750000,11.211637,42577200
2009-04-21,13.710000,14.675000,13.562500,14.657500,11.951609,37746000
2009-04-22,14.450000,14.985000,14.302500,14.377500,11.723299,34680000
2009-04-23,14.562500,14.742500,14.275000,14.557500,11.870070,35890800
2009-04-24,14.827500,15.187500,14.510000,15.095000,12.308342,39686000
2009-04-27,14.695000,14.930000,14.657500,14.717500,12.000533,29496800
2009-04-28,14.537500,15.510000,14.525000,15.177500,12.375613,42287600
2009-04-29,15.472500,15.935000,15.377500,15.877500,12.946387,59240400
2009-04-30,16.035000,17.000000,15.980000,16.240000,13.241968,101753600
2009-05-01,16.037500,16.575001,15.660000,16.252501,13.252160,60616800
2009-05-04,16.520000,17.139999,16.180000,17.049999,13.902430,78935200
2009-05-05,16.955000,17.125000,16.742500,16.847500,13.737314,56786000
2009-05-06,17.017500,17.055000,16.437500,16.547501,13.492700,41830400
2009-05-07,16.657499,16.750000,16.337500,16.382500,13.358157,34731200
2009-05-08,16.492500,17.117500,16.375000,17.107500,13.949320,37834800
2009-05-11,16.700001,16.987499,16.482500,16.482500,13.439699,25980000
2009-05-12,16.709999,16.812500,16.177500,16.305000,13.294967,36373600
2009-05-13,16.080000,16.367500,15.877500,16.117500,13.227260,47555600
2009-05-14,15.995000,16.275000,15.877500,16.129999,13.237520,32861600
2009-05-15,16.112499,16.375000,16.004999,16.267500,13.350363,24682000
2009-05-18,16.330000,16.637501,16.065001,16.602501,13.625292,59304400
2009-05-19,16.507500,16.577499,16.072500,16.200001,13.294968,45784400
2009-05-20,16.315001,16.740000,16.152500,16.240000,13.327793,33858000
2009-05-21,16.127501,16.580000,16.117500,16.570000,13.598614,55723600
2009-05-22,16.727501,16.875000,16.307501,16.437500,13.489878,21735200
2009-05-26,16.447500,16.722500,16.320000,16.692499,13.699148,20556800
2009-05-27,16.582500,17.035000,16.312500,16.480000,13.524756,27156800
2009-05-28,16.572500,16.747499,16.437500,16.625000,13.643750,20184000
2009-05-29,16.657499,16.975000,16.450001,16.927500,13.892009,32198400
2009-06-01,17.125000,17.237499,16.455000,16.665001,13.676579,43628000
2009-06-02,16.600000,16.750000,16.375000,16.702499,13.707357,31043600
2009-06-03,16.672501,17.190001,16.467501,17.057501,13.998699,35362800
2009-06-04,17.112499,17.809999,17.080000,17.379999,14.263365,56221200
2009-06-05,17.502501,17.709999,17.200001,17.320000,14.214124,74260800
2009-06-08,17.165001,17.650000,17.137501,17.450001,14.320814,20636000
2009-06-09,17.517500,17.592501,17.117500,17.157499,14.080769,21773200
2009-06-10,17.257500,17.480000,16.990000,17.317499,14.212071,33797200
2009-06-11,17.337500,17.400000,16.665001,16.680000,13.688892,43948800
2009-06-12,16.722500,16.799999,16.077499,16.090000,13.204693,80963200
2009-06-15,15.995000,16.469999,15.767500,16.107500,13.219053,25564400
2009-06-16,16.275000,16.275000,15.530000,15.615000,12.814870,29788400
2009-06-17,15.615000,15.775000,15.200000,15.337500,12.587131,32063600
2009-06-18,15.365000,15.527500,15.157500,15.352500,12.599443,32168400
2009-06-19,15.425000,15.525000,15.215000,15.342500,12.591236,25469200
2009-06-22,15.185000,15.740000,15.175000,15.310000,12.564568,30168000
2009-06-23,15.332500,15.717500,15.330000,15.667500,12.857956,19989600
2009-06-24,15.750000,15.787500,15.225000,15.272500,12.533792,22798800
2009-06-25,15.222500,15.570000,15.067500,15.487500,12.710233,20882800
2009-06-26,15.455000,15.955000,15.390000,15.955000,13.093901,19751600
2009-06-29,15.972500,15.972500,15.625000,15.745000,12.921560,22680800
2009-06-30,15.687500,15.982500,15.505000,15.565000,12.773835,49253600
2009-07-01,15.570000,15.642500,15.195000,15.200000,12.474290,26167600
2009-07-02,15.200000,15.425000,15.020000,15.020000,12.326567,21514800
2009-07-06,15.017500,15.275000,14.975000,15.167500,12.447618,23382400
2009-07-07,15.332500,15.332500,14.850000,14.927500,12.250653,30361600
2009-07-08,14.930000,15.080000,14.500000,14.872500,12.205521,64080400
2009-07-09,15.035000,15.162500,14.937500,15.110000,12.400426,26616400
2009-07-10,14.967500,15.082500,14.852500,14.965000,12.281429,16654800
2009-07-13,15.027500,15.105000,14.775000,15.087500,12.381964,30640000
2009-07-14,15.125000,15.127500,14.910000,15.072500,12.369653,13291200
2009-07-15,15.250000,15.687500,15.167500,15.662500,12.853852,36492400
2009-07-16,15.612500,16.180000,15.550000,16.102501,13.214952,50086000
2009-07-17,16.062500,16.250000,16.000000,16.025000,13.151346,18075600
2009-07-20,16.090000,16.820000,16.075001,16.780001,13.770959,32220400
2009-07-21,16.780001,16.799999,16.447500,16.787500,13.777111,17742800
2009-07-22,16.655001,16.889999,16.580000,16.712500,13.715566,25328400
2009-07-23,16.799999,16.959999,16.655001,16.797501,13.785322,19396000
2009-07-24,16.567499,16.912500,16.562500,16.822500,13.805836,13194800
2009-07-27,16.812500,17.077499,16.777500,17.047501,13.990490,14245200
2009-07-28,16.927500,17.075001,16.532499,16.575001,13.602721,22644800
2009-07-29,16.650000,16.722500,16.430000,16.695000,13.701200,22032400
2009-07-30,16.922501,17.420000,16.707500,16.802500,13.789422,57776000
2009-07-31,16.735001,16.792500,16.337500,16.365000,13.430379,33046800
2009-08-03,16.547501,17.277500,16.475000,17.277500,14.179246,30334400
2009-08-04,17.082500,17.277500,16.975000,17.275000,14.177196,18686400
2009-08-05,17.297501,17.297501,16.965000,17.094999,14.029479,19874400
2009-08-06,17.129999,17.422501,16.987499,17.162500,14.084868,20892800
2009-08-07,17.309999,17.412500,17.182501,17.292500,14.191554,15380400
2009-08-10,17.260000,17.372499,17.150000,17.219999,14.132058,10038800
2009-08-11,17.135000,17.312500,17.132500,17.152500,14.076661,14537600
2009-08-12,17.072500,17.262501,16.969999,17.112499,14.130335,14430400
2009-08-13,17.125000,17.219999,16.985001,17.170000,14.177816,14968400
2009-08-14,17.075001,17.170000,16.875000,16.950001,13.996152,12207600
2009-08-17,16.709999,16.745001,16.510000,16.607500,13.713340,19771200
2009-08-18,16.662500,16.834999,16.637501,16.752501,13.833071,17076800
2009-08-19,16.582500,16.809999,16.537500,16.799999,13.872292,15451600
2009-08-20,16.772499,16.997499,16.687500,16.952499,13.998214,12149200
2009-08-21,17.084999,17.262501,16.962500,17.250000,14.243871,27450800
2009-08-24,17.312500,17.375000,16.940001,16.987499,14.027116,19978400
2009-08-25,17.037500,17.250000,16.975000,17.245001,14.239745,17574400
2009-08-26,17.150000,17.607500,17.112499,17.549999,14.491590,18964400
2009-08-27,17.420000,17.562500,17.320000,17.427500,14.390438,20604000
2009-08-28,17.512501,17.625000,17.320000,17.625000,14.553522,14021600
2009-08-31,17.424999,17.830000,17.400000,17.775000,14.677380,21521200
2009-09-01,17.695000,18.000000,17.535000,17.545000,14.487463,22288400
2009-09-02,17.442499,17.715000,17.357500,17.525000,14.470949,13335200
2009-09-03,17.602501,17.762501,17.450001,17.727501,14.638155,17066400
2009-09-04,17.662500,17.737499,17.512501,17.590000,14.524624,9894400
2009-09-08,17.674999,17.812500,17.540001,17.737499,14.646417,12220400
2009-09-09,17.815001,17.825001,17.545000,17.620001,14.549391,16388000
2009-09-10,17.594999,18.122499,17.567499,18.077499,14.927169,17001600
2009-09-11,18.125000,18.125000,17.937500,18.072500,14.923035,15394000
2009-09-14,17.877501,18.250000,17.875000,18.217501,15.042773,13099200
2009-09-15,18.250000,18.362499,18.094999,18.299999,15.110888,15351200
2009-09-16,18.312500,18.650000,18.165001,18.522499,15.294616,16601600
2009-09-17,18.487499,18.715000,18.325001,18.455000,15.238880,14236400
2009-09-18,18.480000,18.567499,18.290001,18.447500,15.232685,15210000
2009-09-21,18.267500,18.575001,18.252501,18.347500,15.150114,12940400
2009-09-22,18.400000,18.682501,18.330000,18.602501,15.360675,15248400
2009-09-23,18.602501,18.747499,18.440001,18.480000,15.259516,14976400
2009-09-24,18.347500,18.477501,18.062500,18.382500,15.179013,16050400
2009-09-25,18.292500,18.312500,17.307501,17.665001,14.586551,48175200
2009-09-28,17.775000,17.962500,17.627501,17.785000,14.685637,18369600
2009-09-29,17.797501,18.035000,17.302500,17.392500,14.361542,41892400
